date,year,serial,total_death_missing,cause_of_death,collapsed_cause,collapsed_region,number_children,lon,lat,random
2017-02-04,2017,2017.MMP00139,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Central America,,-96.1866971,19.1834166,0.418579599382783
2017-02-05,2017,2017.MMP00140,1,Drowning,Drowning,Central America,,-100.7961302,29.1741116,0.8439569011261863
2017-02-05,2017,2017.MMP00141,1,Drowning,Drowning,Central America,,-99.5698487,27.4565378,0.27769493507160203
2017-02-05,2017,2017.MMP00142,1,Drowning,Drowning,Mediterranean,,26.671927,39.343261,0.5842270900414757
2017-02-05,2017,2017.MMP00143,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Europe,,7.5907284,43.7996518,0.15391350374328594
2017-02-05,2017,2017.MMP00144,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Central America,,-106.41940534,23.25788348,0.6495542480541423
2017-02-06,2017,2017.MMP00145,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Central America,,-104.0882357,20.7684452,0.4005269890901708
2017-02-06,2017,2017.MMP00146,1,Mixed or unknown,Mixed or unknown,North America,,-98.2058397,27.1058788,0.7735997470063176
2017-02-06,2017,2017.MMP00147,1,Mixed or unknown,Mixed or unknown,North America,,-98.27326076,27.15613905,0.47951934964630993
2017-02-08,2017,2017.MMP00148,1,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Mediterranean,1,16.0983488,38.6757774,0.2872760245842312
2017-02-08,2017,2017.MMP00150,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,58.337468,29.0984956,0.2863928459045548
2017-02-08,2017,2017.MMP00151,1,Mixed or unknown,Mixed or unknown,North America,,-110.40457,31.90777,0.35623768147248236
2017-02-08,2017,2017.MMP00152,1,Violence,Violence,Northern Africa,,36.4962555,15.2380891,0.10046601847582126
2017-02-09,2017,2017.MMP00154,1,Mixed or unknown,Mixed or unknown,North America,,-112.29913,32.08317,0.18202012746537855
2017-02-09,2017,2017.MMP00155,1,Drowning,Drowning,Central America,,-99.5698487,27.4565378,0.3252339613028281
2017-02-10,2017,2017.MMP00156,1,Mixed or unknown,Mixed or unknown,North America,,-113.08218,32.31615,0.7101224400412176
2017-02-10,2017,2017.MMP00157,1,Mixed or unknown,Mixed or unknown,North America,,-113.08218,32.28982,0.6932549886137609
2017-02-10,2017,2017.MMP00159,1,Mixed or unknown,Mixed or unknown,North America,,-98.2058397,27.1058788,0.5147811805273665
2017-02-11,2017,2017.MMP00161,1,Violence,Violence,Eastern Africa,,36.9821663,15.7029935,0.15712915242326986
2017-02-11,2017,2017.MMP00162,1,Mixed or unknown,Mixed or unknown,North America,,-113.11262,32.16779,0.488649742509069
2017-02-12,2017,2017.MMP00163,1,Mixed or unknown,Mixed or unknown,North America,,-98.0559246,27.1835782,0.6209379191647662
2017-02-12,2017,2017.MMP00165,1,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Europe,,22.8502873,43.0972495,0.44557556826326494
2017-02-12,2017,2017.MMP00166,1,Mixed or unknown,Mixed or unknown,North America,,-104.684177,30.685279,0.046821752450460385
2017-02-13,2017,2017.MMP00168,1,Mixed or unknown,Mixed or unknown,North America,,-111.404717,31.847404,0.8304684219208673
2017-02-13,2017,2017.MMP00169,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Central America,,-98.8961571,19.6955139,0.3421810046504703
2017-02-14,2017,2017.MMP00171,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Northern Africa,,30.9519604,15.6291005,0.04904555756224527
2017-02-14,2017,2017.MMP00172,1,Mixed or unknown,Mixed or unknown,Northern Africa,,32.5025561,15.5015341,0.39128765809679744
2017-02-14,2017,2017.MMP00173,1,Mixed or unknown,Mixed or unknown,Northern Africa,,31.7702465,21.1240976,0.4820926281664273
2017-02-14,2017,2017.MMP00174,1,Mixed or unknown,Mixed or unknown,North America,,-113.08218,32.29002,0.9973922819264645
2017-02-15,2017,2017.MMP00176,1,Drowning,Drowning,Central America,,-97.1100425,18.8366003,0.9176517048982695
2017-02-17,2017,2017.MMP00178,1,Mixed or unknown,Mixed or unknown,North America,,-112.83267,31.95165,0.5295844573306339
2017-02-17,2017,2017.MMP00179,1,Mixed or unknown,Mixed or unknown,North America,,-111.855706,31.745261,0.865584774480824
2017-02-17,2017,2017.MMP00180,1,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Western Asia,,40.8927855,38.4156158,0.5703651644424836
2017-02-17,2017,2017.MMP00181,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Eastern Africa,,41.8206189,9.605039,0.9143338974180006
2017-02-17,2017,2017.MMP00182,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Europe,,6.9788798,43.5551788,0.1352557366237217
2017-02-18,2017,2017.MMP00186,1,Mixed or unknown,Mixed or unknown,North America,,-112.40396,31.85898,0.8786856389672228
2017-02-19,2017,2017.MMP00189,1,Mixed or unknown,Mixed or unknown,North America,,-98.2044504,27.2403194,0.5695633589729483
2017-02-20,2017,2017.MMP00190,1,Violence,Violence,Eastern Africa,,45.5288885,9.5206381,0.9068659194291497
2017-02-20,2017,2017.MMP00192,1,Mixed or unknown,Mixed or unknown,North America,,-113.1245,32.393333,0.4727012177264218
2017-02-20,2017,2017.MMP00194,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,52.3613378,33.2771073,0.5265286385975458
2017-02-20,2017,2017.MMP00195,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,52.3613378,33.2771073,0.5449340884967309
2017-02-22,2017,2017.MMP00197,1,Mixed or unknown,Mixed or unknown,North America,,-112.141433,31.820317,0.8029829210690083
2017-02-22,2017,2017.MMP00198,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Central America,,-100.97811,20.4785052,0.6111240253885974
2017-02-23,2017,2017.MMP00203,1,Drowning,Drowning,Central America,,-100.5801829,28.6910517,0.16272093099501195
2017-02-23,2017,2017.MMP00205,1,Drowning,Drowning,Mediterranean,,-5.31025402,35.89378411,0.8374082960025437
2017-02-24,2017,2017.MMP00206,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Central America,,-92.7137316,15.12214,0.7874791689339908
2017-02-24,2017,2017.MMP00207,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,North America,,-111.40696,31.49293,0.8831789483671453
2017-02-25,2017,2017.MMP00208,1,Mixed or unknown,Mixed or unknown,North America,,-111.23924,31.77614,0.4062247632508793
2017-02-26,2017,2017.MMP00209,1,Drowning,Drowning,Mediterranean,,12.6973164,32.7759101,0.2817660336291401
2017-02-26,2017,2017.MMP00210,1,Drowning,Drowning,Mediterranean,,-6.3033107,36.4865849,0.9967183167588618
2017-02-27,2017,2017.MMP00212,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Europe,,9.0001803,45.8430697,0.12845010269634582
2017-02-27,2017,2017.MMP00213,1,Violence,Violence,Western Asia,,36.3137406,36.0678687,0.662681680905419
2017-02-27,2017,2017.MMP00214,1,Mixed or unknown,Mixed or unknown,North America,,-98.22519557,27.11458647,0.03274005705038352
2017-02-28,2017,2017.MMP00215,1,Drowning,Drowning,Central America,,-99.5698487,27.4565378,0.5604894378780758
2017-02-28,2017,2017.MMP00216,1,Mixed or unknown,Mixed or unknown,North America,,-113.25421,32.08903,0.9349718579460964
2017-02-28,2017,2017.MMP00218,1,Violence,Violence,Northern Africa,,15.32220307,30.1902301,0.16806892131863616
2017-03-01,2017,2017.MMP00220,1,Mixed or unknown,Mixed or unknown,North America,,-98.2212979,27.0273057,0.3091848745619046
2017-03-01,2017,2017.MMP00221,1,Drowning,Drowning,Mediterranean,,-5.41388165,36.07557679,0.6140664817675598
2017-03-02,2017,2017.MMP00222,1,Drowning,Drowning,Mediterranean,,-5.80319786,36.05174306,0.9829106525097164
2017-03-03,2017,2017.MMP00223,1,Drowning,Drowning,Mediterranean,,-6.242722,36.4187595,0.4932685014020213
2017-03-03,2017,2017.MMP00224,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Mediterranean,1,15.9235954,37.2074443,0.004044833097449185
2017-03-03,2017,2017.MMP00225,1,Mixed or unknown,Mixed or unknown,Mediterranean,,13.0488502,35.0991392,0.8147834166199441
2017-03-06,2017,2017.MMP00229,1,Drowning,Drowning,Central America,,-98.3662434,26.0525676,0.5859613131501991
2017-03-07,2017,2017.MMP00230,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Central America,,-89.2587345,13.8197751,0.8206827807719559
2017-03-07,2017,2017.MMP00231,1,Mixed or unknown,Mixed or unknown,North America,,-112.376717,32.170217,0.3705632811267334
2017-03-08,2017,2017.MMP00232,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,60.8841983,29.451926,0.9203097109499707
2017-03-10,2017,2017.MMP00235,1,Mixed or unknown,Mixed or unknown,North America,,-113.018383,31.9442,0.4519047040726403
2017-03-10,2017,2017.MMP00236,1,Mixed or unknown,Mixed or unknown,North America,,-113.115,32.39057,0.8044384077043112
2017-03-11,2017,2017.MMP00237,1,Mixed or unknown,Mixed or unknown,Mediterranean,,12.4152649,32.791284,0.8772361719993114
2017-03-11,2017,2017.MMP00238,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Europe,,2.27785776,50.99475146,0.7442309353370855
2017-03-15,2017,2017.MMP00240,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Central America,,-95.2577001,16.3206382,0.6093686146127446
2017-03-15,2017,2017.MMP00241,1,Mixed or unknown,Mixed or unknown,North America,,-112.15991,32.01978,0.5971941096221707
2017-03-16,2017,2017.MMP00242,1,Mixed or unknown,Mixed or unknown,North America,,-98.29682891,27.0297523,0.7291471630874224
2017-03-17,2017,2017.MMP00244,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Central America,,-101.0537851,25.4303723,0.6621121267839198
2017-03-19,2017,2017.MMP00246,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Central America,1,-92.0618762,16.1214346,0.7383080123680095
2017-03-19,2017,2017.MMP00249,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,62.3447815,27.3526033,0.5043897358682579
2017-03-20,2017,2017.MMP00252,1,Violence,Violence,Central America,,-93.9362737,17.8336386,0.4167135928187635
2017-03-21,2017,2017.MMP00254,1,Mixed or unknown,Mixed or unknown,Southern Asia,,61.851076,31.338781,0.1960993441962824
2017-03-21,2017,2017.MMP00255,1,Mixed or unknown,Mixed or unknown,Europe,,7.5158895,43.794087,0.7740209305196264
2017-03-21,2017,2017.MMP00256,1,Mixed or unknown,Mixed or unknown,North America,,-112.00406,31.70533,0.14546809399452876
2017-03-22,2017,2017.MMP00258,1,Mixed or unknown,Mixed or unknown,Mediterranean,,13.2591025,35.2655099,0.8194955800162056
2017-03-23,2017,2017.MMP00261,1,Violence,Violence,Central America,,-93.4087205,17.827772,0.775902662575952
2017-03-24,2017,2017.MMP00264,1,Mixed or unknown,Mixed or unknown,Mediterranean,,13.2591025,35.2655099,0.4442525142641123
2017-03-24,2017,2017.MMP00265,1,Mixed or unknown,Mixed or unknown,Central America,,-103.4530629,20.4628344,0.7719597118952097
2017-03-29,2017,2017.MMP00266,1,Mixed or unknown,Mixed or unknown,North America,,-112.254217,33.382683,0.4389310798000927
2017-03-25,2017,2017.MMP00267,1,Drowning,Drowning,Mediterranean,1,12.4832259,32.7719579,0.44033691542311826
2017-03-25,2017,2017.MMP00268,1,Drowning,Drowning,Central America,,-98.3662434,26.0525676,0.5723061051221896
2017-03-25,2017,2017.MMP00269,1,Drowning,Drowning,Western Asia,1,43.56737843,37.24815612,0.04159306391177786
2017-03-26,2017,2017.MMP00270,1,Drowning,Drowning,Mediterranean,,13.2591025,35.2655099,0.5343370516446608
2017-03-26,2017,2017.MMP00271,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Mediterranean,,17.72239264,30.50928461,0.08457870398926404
2017-03-27,2017,2017.MMP00273,1,Drowning,Drowning,Western Asia,,42.3724093,37.1585332,0.464852243077275
2017-04-01,2017,2017.MMP00280,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Europe,1,-1.3736467,52.064073,0.6191258123175891
2017-04-02,2017,2017.MMP00281,1,Drowning,Drowning,Central America,,-99.6148525,27.4531416,0.12771221776347708
2017-04-02,2017,2017.MMP00282,1,Drowning,Drowning,Mediterranean,,26.528026,39.1472135,0.6461935172011928
2017-04-04,2017,2017.MMP00283,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,57.6439048,29.4850089,0.06719047805819867
2017-04-04,2017,2017.MMP00284,1,Drowning,Drowning,Central America,,-108.7840381,26.0713913,0.14261729310486304
2017-04-05,2017,2017.MMP00285,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Europe,,12.8106888,45.7863243,0.12860466044698837
2017-04-05,2017,2017.MMP00286,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Central America,,-108.78504661,26.06898199,0.6348253073761503
2017-04-05,2017,2017.MMP00287,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Central America,,-99.1847128,19.9806027,0.431955567086729
2017-04-07,2017,2017.MMP00288,1,Mixed or unknown,Mixed or unknown,Mediterranean,,13.0488502,35.0991392,0.8606553153454444
2017-04-07,2017,2017.MMP00289,1,Mixed or unknown,Mixed or unknown,Mediterranean,,12.4152649,32.791284,0.3467135327030453
2017-04-07,2017,2017.MMP00290,1,Mixed or unknown,Mixed or unknown,North America,,-98.19030762,27.08054477,0.554253582584449
2017-04-07,2017,2017.MMP00291,1,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Mediterranean,1,12.898898,34.685375,0.6252219030562258
2017-04-09,2017,2017.MMP00292,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,62.3447815,27.3526033,0.26721756603605895
2017-04-10,2017,2017.MMP00293,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Central America,,-93.6800339,17.9473795,0.822070981415155
2017-04-11,2017,2017.MMP00295,1,Drowning,Drowning,Central America,,-98.3662434,26.0525676,0.7453064151924114
2017-04-12,2017,2017.MMP00297,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Eastern Africa,,42.2095918,11.7405956,0.3672720229890025
2017-04-13,2017,2017.MMP00298,1,Violence,Violence,South-eastern Asia,,92.4724902,21.0865014,0.18088347802207716
2017-04-14,2017,2017.MMP00300,1,Mixed or unknown,Mixed or unknown,North America,,-98.55774029,26.24398248,0.7531635823469918
2017-04-14,2017,2017.MMP00301,1,Drowning,Drowning,Mediterranean,,-5.38081197,35.91348956,0.6862586199918865
2017-04-15,2017,2017.MMP00302,1,Mixed or unknown,Mixed or unknown,North America,,-98.0838125,26.5758125,0.8284535088828442
2017-04-17,2017,2017.MMP00307,1,Mixed or unknown,Mixed or unknown,North America,,-112.12161,31.79776,0.5612226601743138
2017-04-17,2017,2017.MMP00308,1,Mixed or unknown,Mixed or unknown,North America,,-98.09280396,27.09277144,0.5583679837990421
2017-04-17,2017,2017.MMP00309,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,52.3613378,33.2771073,0.24788942847376538
2017-04-19,2017,2017.MMP00317,1,Drowning,Drowning,Central America,,-99.5698487,27.4565378,0.2577107872673945
2017-04-20,2017,2017.MMP00318,1,Drowning,Drowning,Central America,,-99.2378544,26.5634143,0.7154620977541566
2017-04-20,2017,2017.MMP00319,1,Drowning,Drowning,Central America,,-97.5613236,25.8487649,0.4445113572780306
2017-04-20,2017,2017.MMP00320,1,Drowning,Drowning,North America,,-98.4066512,26.196888,0.4297204804055572
