date,year,serial,total_death_missing,cause_of_death,collapsed_cause,collapsed_region,number_children,lon,lat,random
2020-09-14,2020,2020.MMP00680,4,Drowning,Drowning,Mediterranean,2,27.44598785,35.09192768,0.9131956668557384
2020-09-17,2020,2020.MMP00693,4,Drowning,Drowning,Mediterranean,2,1.6532202656,36.83671595,0.1809986007426263
2020-09-28,2020,2020.MMP00752,4,Drowning,Drowning,Mediterranean,,11.5631744,33.1488409,0.4089763124357868
2020-10-05,2020,2020.MMP00777,4,Violence,Violence,Western Asia,,40.6502074867,37.08144432,0.9105319251662296
2020-10-06,2020,2020.MMP00780,4,Drowning,Drowning,Mediterranean,,-0.5214252086,37.33586855,0.2932343443738872
2020-10-14,2020,2020.MMP00811,4,Mixed or unknown,Mixed or unknown,South America,,-74.2455633439,11.00235156,0.1615189715134273
2020-10-20,2020,2020.MMP00825,4,Mixed or unknown,Mixed or unknown,Mediterranean,,12.4529553275,32.81573249,0.45489501370070684
2020-11-04,2020,2020.MMP00896,4,Drowning,Drowning,Mediterranean,,-2.9462195018,35.26520084,0.5469483751184061
2020-11-11,2020,2020.MMP00917,4,Drowning,Drowning,Mediterranean,,16.261534125,33.12129312,0.9055693466246779
2020-11-26,2020,2020.MMP00968,4,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Mediterranean,2,-2.8393496522,35.22166303,0.19599534003620045
2020-12-16,2020,2020.MMP01017,4,Drowning,Drowning,Mediterranean,4,12.7358095545,32.79212857,0.05110732310416699
2020-12-24,2020,2020.MMP01034,4,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Mediterranean,,-3.4195527,36.2144014,0.5938167560741487
2020-11-14,2020,2020.MMP01393,4,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,4.7618931533,36.07141619,0.8405722778060594
2020-08-28,2020,2020.MMP01395,4,Mixed or unknown,Mixed or unknown,Western Africa,,11.42186,18.929053,0.013873440288509009
2021-01-05,2021,2021.MMP00016,4,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,-16.3786997,28.2892937,0.054855911809337465
2021-01-18,2021,2021.MMP00050,4,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,South America,,-67.1556008,-17.8792941,0.29053024926528703
2021-01-29,2021,2021.MMP00083,4,Drowning,Drowning,Mediterranean,,13.7144354,32.79307166,0.9281910440528243
2021-02-05,2021,2021.MMP00099,4,Drowning,Drowning,Mediterranean,,12.73580955,32.90288617,0.5019637995609947
2021-02-07,2021,2021.MMP00102,4,Drowning,Drowning,Mediterranean,,-5.3417241,36.1440934,0.48883234012625554
2021-02-22,2021,2021.MMP00130,4,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",North America,,-103.7272989,29.36820243,0.7319935157492536
2021-03-19,2021,2021.MMP00192,4,Drowning,Drowning,Mediterranean,1,26.21029,38.327214,0.4789670417878811
2021-03-22,2021,2021.MMP00208,4,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Europe,,17.17982607,45.24958796,0.7385174440253623
2021-03-26,2021,2021.MMP00217,4,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Western Asia,2,36.12228887,34.29223478,0.16781646760594415
2021-03-27,2021,2021.MMP00259,4,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,22.28074552,32.16098565,0.6061021172500578
2021-05-02,2021,2021.MMP00292,4,Drowning,Drowning,North America,,-117.247942,32.66161,0.34370511227664946
2021-05-11,2021,2021.MMP00354,4,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Central America,1,-92.0644565,16.13161001,0.41554992146276537
2021-05-26,2021,2021.MMP00363,4,Drowning,Drowning,Mediterranean,1,11.02566832,33.7649018,0.6929055130657833
2021-07-02,2021,2021.MMP00527,4,Drowning,Drowning,Mediterranean,,12.72579484,32.79305271,0.25953915251928117
2021-07-04,2021,2021.MMP00561,4,Drowning,Drowning,Mediterranean,,10.79592473,34.71990251,0.6092772882553128
2021-08-04,2021,2021.MMP00620,4,Mixed or unknown,Mixed or unknown,Western Asia,,26.67407,41.27689,0.659013630396539
2021-02-10,2021,2021.MMP00660,4,Drowning,Drowning,Mediterranean,,13.71666686,32.75483468,0.24870811075435717
2021-08-26,2021,2021.MMP00717,4,Drowning,Drowning,Mediterranean,,12.450931,32.817824,0.21176081295642213
2021-08-27,2021,2021.MMP00719,4,Drowning,Drowning,Mediterranean,,12.64107702,33.99768329,0.26910829416225424
2021-09-02,2021,2021.MMP00760,4,Accidental death,Accidental death,Southern Asia,,66.43793571,30.95548799,0.4514890121953221
2021-09-27,2021,2021.MMP00812,4,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,23.31333329,23.45300865,0.3942435922487417
2021-09-22,2021,2021.MMP00851,4,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Central America,,-95.89020485,18.38365176,0.21552067123588392
2021-10-16,2021,2021.MMP00879,4,Drowning,Drowning,Mediterranean,,3.095693662,37.02470175,0.398098408212197
2021-10-10,2021,2021.MMP00921,4,Violence,Violence,Central America,1,-89.33129487,13.5159502,0.6748095579758044
2021-10-29,2021,2021.MMP00928,4,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,North America,,12.54897854,33.01479981,0.40741113142770247
2021-11-01,2021,2021.MMP00944,4,Accidental death,Accidental death,Southern Asia,,66.434977,30.956002,0.05338214050891277
2021-11-06,2021,2021.MMP00946,4,Violence,Violence,Southern Asia,,67.087198,36.700212,0.3762397031780511
2021-11-17,2021,2021.MMP0200,4,Accidental death,Accidental death,South America,2,-71.66583546,-35.43270714,0.912190632226239
2021-12-13,2021,2021.MMP0269,4,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Caribbean,,-61.44829549,12.44906426,0.80974900261922
2021-12-22,2021,2021.MMP0906,4,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,2,4.761893153,36.07023884,0.7586354031486275
2021-02-02,2021,2021.MMP0938,4,Mixed or unknown,Mixed or unknown,Western Africa,,13.303945,19.791083,0.56754751227301
2022-01-21,2022,2022.MMP00028,4,Drowning,Drowning,Mediterranean,,12.67827792,32.78779605,0.6068708788981088
2022-01-20,2022,2022.MMP00040,4,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",North America,2,-97.24679064,48.99940555,0.1607831911820028
2022-01-24,2022,2022.MMP00064,4,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,3,-2.986303099,35.21131953,0.7447744990319811
2022-01-14,2022,2022.MMP00066,4,Drowning,Drowning,South-eastern Asia,,101.9179966,2.023621734,0.009102949356498247
2022-02-07,2022,2022.MMP00084,4,Drowning,Drowning,Northern Africa,,-15.8775,25.715333,0.28541586678322495
2022-02-19,2022,2022.MMP00124,4,Drowning,Drowning,Caribbean,,-71.128001,19.40283145,0.9006921065142761
2022-03-08,2022,2022.MMP00154,4,"Drowning,Sickness / lack of access to adequate healthcare","Drowning,Sickness / lack of access to adequate healthcare",Central America,1,-77.44195,8.638139062,0.68817951279702
2022-04-11,2022,2022.MMP0344,4,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Western Asia,,42.752788,38.79547897,0.22906792628435735
2022-04-07,2022,2022.MMP0350,4,Drowning,Drowning,Caribbean,,-68.969049,18.41138746,0.6402765602058469
2022-05-22,2022,2022.MMP0564,4,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Central America,,-92.806562,16.81282955,0.7362888663851703
2022-05-21,2022,2022.MMP0611,4,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Central America,,-92.694434,16.78299385,0.9250908412337544
2022-05-26,2022,2022.MMP0616,4,Drowning,Drowning,Central America,3,-100.510954,28.69439313,0.6401978492328664
2022-05-26,2022,2022.MMP0833,4,Drowning,Drowning,Central America,,-99.52525,27.50956082,0.8546444168582672
2022-08-28,2022,2022.MMP1015,4,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,South-eastern Asia,1,98.445619,15.15067925,0.05397175924163422
2022-09-01,2022,2022.MMP1018,4,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Europe,,17.030619,47.58439805,0.05879780699917525
2022-09-04,2022,2022.MMP1035,4,Drowning,Drowning,Mediterranean,,10.691039,34.22145134,0.18415820030240604
2022-09-25,2022,2022.MMP1124,4,Drowning,Drowning,Mediterranean,,-0.483072,38.32142938,0.6041217573318611
2022-10-08,2022,2022.MMP1185,4,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Central America,,-87.552927,13.480507,0.7065757738335754
2022-10-19,2022,2022.MMP1214,4,Mixed or unknown,Mixed or unknown,Southern Africa,,33.7068,-11.8437,0.0919357995639738
2022-10-20,2022,2022.MMP1219,4,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Mediterranean,2,12.761094,35.48787217,0.9909247445907616
2022-10-23,2022,2022.MMP1221,4,Drowning,Drowning,Mediterranean,1,12.111521,35.39901275,0.3475462038245276
2022-11-11,2022,2022.MMP1268,4,Drowning,Drowning,Mediterranean,,11.123315,35.25119869,0.11928395492381805
2014-06-05,2014,2014.MMP00099,3,Mixed or unknown,Mixed or unknown,Mediterranean,,13,35.358,0.641719993150792
2014-07-17,2014,2014.MMP00148,3,Drowning,Drowning,Mediterranean,,14,32.8343,0.39375558021761337
2014-07-19,2014,2014.MMP00153,3,Drowning,Drowning,Mediterranean,,14,33.4442,0.9378846584851908
2014-10-10,2014,2014.MMP00221,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Mediterranean,,15.4907,35.898,0.4915504951436127
2014-10-27,2014,2014.MMP1039,3,Drowning,Drowning,Mediterranean,,26.486067,38.74477,0.04725979232666955
2015-01-09,2015,2015.MMP00005,3,Violence,Violence,South-eastern Asia,,98.448911,8.111574,0.9277779916608879
2015-02-02,2015,2015.MMP00037,3,Drowning,Drowning,Western Asia,,51.542532,14.88608382,0.2007832931213318
2015-02-28,2015,2015.MMP00053,3,Drowning,Drowning,North America,,-101.569381,29.7110679,0.29108532149655564
2015-03-19,2015,2015.MMP00074,3,Drowning,Drowning,Mediterranean,,11.088149,33.5041035,0.39127100288715
2015-03-01,2015,2015.MMP00080,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Western Africa,,8.024068,19.075158,0.8054363550813757
2015-04-11,2015,2015.MMP00096,3,Drowning,Drowning,Caribbean,,-77.698404,25.14497061,0.24489950115210735
2015-04-15,2015,2015.MMP00102,3,Drowning,Drowning,Central America,,-99.549636,27.469219,0.3573230436189907
2015-04-20,2015,2015.MMP00110,3,Drowning,Drowning,Mediterranean,1,11.4474,33.7123,0.7790256679714302
2015-05-02,2015,2015.MMP00127,3,Drowning,Drowning,Mediterranean,,30.292164,31.2996277,0.6393370892880506
2015-06-02,2015,2015.MMP00172,3,Violence,Violence,Central America,,-113.982346,29.3766625,0.012027135677381784
2015-06-17,2015,2015.MMP00187,3,Drowning,Drowning,Mediterranean,,23.490954,34.9814784,0.43184719933229854
2015-07-21,2015,2015.MMP00242,3,Drowning,Drowning,Central America,1,-100.514148,28.7053102,0.3043349621152913
2015-07-01,2015,2015.MMP00262,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,26.166021,20.424268,0.16959877661135447
2015-07-01,2015,2015.MMP00267,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,12.913084,26.239989,0.25068148266222323
2015-07-01,2015,2015.MMP00269,3,Mixed or unknown,Mixed or unknown,Western Africa,,8.081666,17.607789,0.6608638188731484
2015-08-19,2015,2015.MMP00313,3,Mixed or unknown,Mixed or unknown,Northern Africa,,30.751709,21.68573,0.10061954639332638
2015-08-24,2015,2015.MMP00330,3,Drowning,Drowning,Mediterranean,,26.557274,39.344441,0.19669697045804768
2015-08-31,2015,2015.MMP00357,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Western Africa,,13.91046,27.75417578,0.6014831300695191
2015-09-17,2015,2015.MMP00396,3,Mixed or unknown,Mixed or unknown,Northern Africa,,13.1648,32.849232,0.4428960018272976
2015-09-19,2015,2015.MMP00407,3,Mixed or unknown,Mixed or unknown,Northern Africa,,21.866882,23.321289,0.03683220411444821
2015-09-20,2015,2015.MMP00419,3,Mixed or unknown,Mixed or unknown,Northern Africa,,21.401489,25.731079,0.13243672828548791
2015-09-30,2015,2015.MMP00451,3,Mixed or unknown,Mixed or unknown,Central America,,-96.1342,19.1738,0.011921760479993715
2015-09-01,2015,2015.MMP00459,3,Violence,Violence,Northern Africa,,13.1648,32.849232,0.455842963778915
2015-10-06,2015,2015.MMP00471,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,25.48944,20.87561,0.22203194985153063
2015-10-07,2015,2015.MMP00474,3,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Northern Africa,,14.099127,28.0566652,0.9264728955002375
2015-10-08,2015,2015.MMP00478,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Caribbean,,-69.9381,18.5108497,0.7144709741589323
2015-10-09,2015,2015.MMP00481,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Central America,,-96.141352,19.195438,0.3884270664375433
2015-10-14,2015,2015.MMP00495,3,Drowning,Drowning,Mediterranean,2,26.5057,39.2836,0.8039356140575467
2015-10-19,2015,2015.MMP00523,3,Mixed or unknown,Mixed or unknown,Northern Africa,,32.739319,30.669922,0.586318823955102
2015-10-20,2015,2015.MMP00535,3,Mixed or unknown,Mixed or unknown,Northern Africa,,21.866882,23.321289,0.309878276755166
2015-10-20,2015,2015.MMP00538,3,Mixed or unknown,Mixed or unknown,Northern Africa,,21.866882,23.321289,0.7730399364314986
2015-10-21,2015,2015.MMP00541,3,Mixed or unknown,Mixed or unknown,Northern Africa,,32.092196,17.7806232,0.07374561100551325
2015-10-22,2015,2015.MMP00548,3,Drowning,Drowning,Mediterranean,1,25.943523,39.1756491,0.927071780767875
2015-10-28,2015,2015.MMP00563,3,Drowning,Drowning,Mediterranean,2,15.0073,34.2708,0.643707254750032
2015-10-28,2015,2015.MMP00564,3,Drowning,Drowning,Mediterranean,2,27.005194,37.4606024,0.3717878795558971
2015-11-17,2015,2015.MMP00637,3,Drowning,Drowning,Northern Africa,,-15.0166,26.926947,0.4850241627793006
2015-11-18,2015,2015.MMP00643,3,Mixed or unknown,Mixed or unknown,Northern Africa,,30.391724,21.157104,0.527331674471069
2015-11-19,2015,2015.MMP00650,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,21.866882,23.321289,0.9234547367218826
2015-11-19,2015,2015.MMP00652,3,Mixed or unknown,Mixed or unknown,Northern Africa,,21.866882,23.321289,0.2741184047982874
2015-11-19,2015,2015.MMP00653,3,Mixed or unknown,Mixed or unknown,Northern Africa,,33.80547,29.52317,0.507668105177429
2015-11-19,2015,2015.MMP00654,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,32.901123,24.089294,0.4946939875846861
2015-12-04,2015,2015.MMP00686,3,Accidental death,Accidental death,Southern Africa,1,29.985529,-22.218441,0.93621007806136
2015-12-09,2015,2015.MMP00696,3,Violence,Violence,Northern Africa,,35.39883,14.04094,0.14623506062494118
2015-12-09,2015,2015.MMP00697,3,Mixed or unknown,Mixed or unknown,Northern Africa,,33.80567,29.52327,0.19189349550518764
2015-12-10,2015,2015.MMP00700,3,Mixed or unknown,Mixed or unknown,Northern Africa,,34.068726,30.970703,0.6124168545982815
2015-12-15,2015,2015.MMP00711,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Eastern Africa,,36.1521,12.951721,0.3435257676741532
2015-12-15,2015,2015.MMP00715,3,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Northern Africa,,21.866882,23.321289,0.6548039085329187
2015-12-16,2015,2015.MMP00717,3,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Northern Africa,,32.530518,15.455688,0.213264005310702
2015-12-16,2015,2015.MMP00719,3,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Northern Africa,,14.809692,26.11853,0.664743317759017
2015-12-17,2015,2015.MMP00737,3,Mixed or unknown,Mixed or unknown,Northern Africa,,30.505676,21.4245,0.4622439003617296
2015-12-20,2015,2015.MMP00755,3,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Northern Africa,,20.14032,30.214722,0.4493146993651216
2015-12-20,2015,2015.MMP00760,3,Mixed or unknown,Mixed or unknown,Northern Africa,,33.50293,14.385925,0.13040984628286445
2015-12-20,2015,2015.MMP00763,3,Mixed or unknown,Mixed or unknown,Eastern Africa,,40.462708,-9.94989,0.6337657229162623
2015-12-30,2015,2015.MMP00805,3,Violence,Violence,Central America,,-100.251252,20.692916,0.03618385870188168
2016-01-02,2016,2016.MMP00002,3,Mixed or unknown,Mixed or unknown,Central America,3,-103.7840617,27.9826499,0.8208493270453574
2016-01-04,2016,2016.MMP00008,3,Drowning,Drowning,Mediterranean,,-1.4279286,37.0029535,0.9844900625569473
2016-01-10,2016,2016.MMP00027,3,Mixed or unknown,Mixed or unknown,Northern Africa,,16.4371791,26.0200607,0.9346070337591696
2016-01-11,2016,2016.MMP00031,3,Drowning,Drowning,Mediterranean,1,26.3689895,39.5198918,0.24708318517819206
2016-01-15,2016,2016.MMP00041,3,Drowning,Drowning,Mediterranean,3,27.2805163,37.3450251,0.835231966382064
2016-01-25,2016,2016.MMP00086,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Western Asia,,35.3033072,33.8722894,0.910942102563965
2016-01-29,2016,2016.MMP00099,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,30.8222529,21.9067695,0.5990646462562177
2016-01-31,2016,2016.MMP00108,3,Drowning,Drowning,Mediterranean,2,27.2742309,37.348625,0.603969227888786
2016-01-31,2016,2016.MMP00112,3,Mixed or unknown,Mixed or unknown,Northern Africa,,16.4371791,26.0200607,0.4165044274856635
2016-02-11,2016,2016.MMP00144,3,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Northern Africa,,14.3890835,27.0295078,0.8775590614980393
2016-02-12,2016,2016.MMP00145,3,Violence,Violence,Northern Africa,,35.3431691,13.9731737,0.25733834944347156
2016-02-12,2016,2016.MMP00148,3,Mixed or unknown,Mixed or unknown,Northern Africa,,19.7242161,23.2488413,0.6279932898899911
2016-02-17,2016,2016.MMP00161,3,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Northern Africa,,14.3890835,27.0295078,0.5387882090191414
2016-02-17,2016,2016.MMP00164,3,Violence,Violence,Northern Africa,,35.3431691,13.9731737,0.31981506268874904
2016-02-18,2016,2016.MMP00177,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,36.3787571,15.4558144,0.9902252334021071
2016-02-18,2016,2016.MMP00182,3,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Northern Africa,,19.7242161,23.2488413,0.9567230313828963
2016-02-18,2016,2016.MMP00184,3,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Northern Africa,,14.3890835,27.0295078,0.9688200145629702
2016-02-21,2016,2016.MMP00197,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,35.3417723,14.0316722,0.6370030523643277
2016-02-21,2016,2016.MMP00198,3,Mixed or unknown,Mixed or unknown,Northern Africa,,19.7242161,23.2488413,0.7182072815900344
2016-02-21,2016,2016.MMP00206,3,Mixed or unknown,Mixed or unknown,Northern Africa,,19.7242161,23.2488413,0.9750145291362895
2016-02-21,2016,2016.MMP00207,3,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Northern Africa,,19.7242161,23.2488413,0.1154304738885994
2016-02-21,2016,2016.MMP00212,3,Mixed or unknown,Mixed or unknown,Northern Africa,,35.3431691,13.9731737,0.032731858884284426
2016-02-28,2016,2016.MMP00225,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,14.053676,31.68546589,0.4421603729265502
2016-03-02,2016,2016.MMP00232,3,Drowning,Drowning,Eastern Africa,,45.0189863,-12.8209326,0.463309564677024
2016-03-05,2016,2016.MMP00236,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,32.5025561,15.5015341,0.09240741472185898
2016-03-14,2016,2016.MMP00260,3,Drowning,Drowning,Europe,,22.5016282,41.1347418,0.21460336353474552
2016-03-16,2016,2016.MMP00265,3,Mixed or unknown,Mixed or unknown,Mediterranean,,13.45345257,34.57199818,0.9923715606543915
2016-03-17,2016,2016.MMP00276,3,Mixed or unknown,Mixed or unknown,Northern Africa,,19.7242161,23.2488413,0.6910662225695585
2016-03-20,2016,2016.MMP00289,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,32.5025561,15.5015341,0.8409644072204039
2016-03-20,2016,2016.MMP00296,3,Mixed or unknown,Mixed or unknown,Northern Africa,,14.3890835,27.0295078,0.03153472710263694
2016-03-20,2016,2016.MMP00305,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,14.3890835,27.0295078,0.5878402267921414
2016-03-29,2016,2016.MMP00330,3,Violence,Violence,Northern Africa,,30.6654494,23.459686,0.30784657263757476
2016-03-31,2016,2016.MMP00343,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,3.988727563,23.84636296,0.8847549519009204
2016-04-11,2016,2016.MMP00365,3,Drowning,Drowning,Mediterranean,,11.2132544,33.2086099,0.4039370598229308
2016-04-16,2016,2016.MMP00373,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,32.4381898,20.5754102,0.040064488736441195
2016-04-18,2016,2016.MMP00381,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,32.5025561,15.5015341,0.8049283793284061
2016-04-19,2016,2016.MMP00383,3,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Northern Africa,,27.9053789,19.4022552,0.6313746486403458
2016-04-20,2016,2016.MMP00390,3,Mixed or unknown,Mixed or unknown,Northern Africa,,33.2973288,19.5252595,0.40634209832057366
2016-04-21,2016,2016.MMP00395,3,Mixed or unknown,Mixed or unknown,Northern Africa,,30.6654494,23.459686,0.14351140865939138
2016-04-23,2016,2016.MMP00403,3,Drowning,Drowning,Mediterranean,,-2.1652845,36.7271909,0.4254286282341151
2016-05-19,2016,2016.MMP00461,3,Mixed or unknown,Mixed or unknown,Northern Africa,,33.2973288,19.5252595,0.35110216853378184
2016-05-21,2016,2016.MMP00467,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,30.4450768,21.9441769,0.7299851355064504
2016-05-31,2016,2016.MMP00504,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,19.1499472,29.9834835,0.3063563513942469
2016-05-31,2016,2016.MMP00505,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Western Africa,,12.726871,22.084213,0.1254575366402224
2016-05-31,2016,2016.MMP00506,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Western Africa,,12.726884,22.084223,0.36216773967239946
2016-06-02,2016,2016.MMP00514,3,Violence,Violence,Northern Africa,,33.9750461,29.5056218,0.32380937876066107
2016-06-11,2016,2016.MMP00547,3,Mixed or unknown,Mixed or unknown,Northern Africa,,32.6344983,20.6703654,0.07875795954833675
2016-06-12,2016,2016.MMP00551,3,Violence,Violence,Western Asia,,40.1905489,36.8585885,0.3197418269810144
2016-06-15,2016,2016.MMP00559,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,32.5025561,15.5015341,0.7582652893741775
2016-06-15,2016,2016.MMP00560,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,33.9762492,17.6922271,0.6221956463116753
2016-06-20,2016,2016.MMP00582,3,Mixed or unknown,Mixed or unknown,Northern Africa,,33.9762492,17.6922271,0.877693765186091
2016-06-30,2016,2016.MMP00607,3,Violence,Violence,Northern Africa,,14.3336145,27.0663171,0.8591587451292768
2016-06-30,2016,2016.MMP00615,3,Violence,Violence,Northern Africa,,27.405136,19.52626236,0.5927016397792009
2016-06-30,2016,2016.MMP00620,3,Violence,Violence,Northern Africa,,13.1762321,32.86414222,0.6561570743080343
2016-07-09,2016,2016.MMP00642,3,Mixed or unknown,Mixed or unknown,Northern Africa,,32.5144024,15.5001341,0.040482809657495844
2016-07-10,2016,2016.MMP00646,3,Drowning,Drowning,Eastern Asia,,113.8064754,22.4219943,0.42469048770806084
2016-07-12,2016,2016.MMP00659,3,Mixed or unknown,Mixed or unknown,Northern Africa,,31.0223665,21.9188333,0.7136020877898552
2016-07-18,2016,2016.MMP00680,3,Mixed or unknown,Mixed or unknown,Eastern Africa,,45.5288885,9.5206381,0.14563596260856992
2016-07-18,2016,2016.MMP00681,3,Mixed or unknown,Mixed or unknown,Northern Africa,,33.9762492,17.6922271,0.21775420240289067
2016-07-20,2016,2016.MMP00691,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,32.5025561,15.5015341,0.8954523225219291
2016-07-20,2016,2016.MMP00698,3,Drowning,Drowning,Central America,3,-93.4105399,15.4120687,0.6850588140783791
2016-07-31,2016,2016.MMP007288,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,14.3336145,27.0663171,0.9855468048986034
2016-07-31,2016,2016.MMP007292,3,Mixed or unknown,Mixed or unknown,Northern Africa,,14.3336145,27.0663171,0.7726474886154442
2016-08-04,2016,2016.MMP007312,3,Mixed or unknown,Mixed or unknown,Northern Africa,,33.2973288,19.5252595,0.6455822003704497
2016-08-15,2016,2016.MMP007347,3,Drowning,Drowning,Mediterranean,,12.377552,32.8579077,0.03575458412386312
2016-08-17,2016,2016.MMP007350,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Central America,,-101.0261098,22.1235044,0.6007629312366656
2016-08-18,2016,2016.MMP007354,3,Mixed or unknown,Mixed or unknown,Northern Africa,,31.560531,30.4080454,0.4455411171981667
