date,serial,total_death_missing,cause_of_death,collapsed_region,number_children,lon,lat,random
2017-11-28,2017.MMP01192,1,Violence,Southern Asia,,27.3526033,62.3447815,0.7690088240417383
2017-11-28,2017.MMP01193,1,Mixed or unknown,North America,,31.88146,-111.40476,0.6350925486992836
2017-11-28,2017.MMP01194,1,Drowning,Mediterranean,,36.08247099,-6.02600098,0.984900665663984
2017-11-28,2017.MMP01196,1,Vehicle accident / death linked to hazardous transport,Central America,1,17.472665,-91.425051,0.5603743644344856
2017-11-29,2017.MMP01198,1,Violence,North America,,31.8054091,-111.6176713,0.8744136892518182
2017-11-29,2017.MMP01199,1,Mixed or unknown,North America,,27.2403194,-98.2044504,0.5560495454932086
2017-11-29,2017.MMP01200,1,Vehicle accident / death linked to hazardous transport,Southern Asia,,33.5818394,48.3988186,0.28097833247519177
2017-11-30,2017.MMP01205,1,Violence,Central America,,32.5753828,-116.63538355,0.3115948153156127
2017-12-03,2017.MMP01213,1,Vehicle accident / death linked to hazardous transport,Central America,,20.48865007,-100.80003395,0.41110325359227873
2017-12-03,2017.MMP01214,1,Mixed or unknown,North America,,31.86881,-111.36656,0.7360028397911957
2017-12-03,2017.MMP01215,1,Mixed or unknown,North America,,31.68535,-110.42346,0.4179942302098385
2017-12-04,2017.MMP01216,1,Drowning,Mediterranean,1,36.15961671,0.13464494,0.6962889904763223
2017-12-04,2017.MMP01218,1,Drowning,Mediterranean,,36.68466409,-3.86216132,0.6943169814266066
2017-12-06,2017.MMP01224,1,Sickness / lack of access to adequate healthcare,Northern Africa,,32.0681759,23.941751,0.5290943952053049
2017-12-07,2017.MMP01226,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,27.25232157,-97.86333558,0.5676937008047427
2017-12-07,2017.MMP01227,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,27.15125131,-98.20322291,0.7807904086627113
2017-12-07,2017.MMP01228,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,26.76431224,-97.79945195,0.6350138132217324
2017-12-07,2017.MMP01229,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,27.2403194,-98.2044504,0.6187337614042423
2017-12-07,2017.MMP01230,1,Drowning,North America,1,26.22493055,-98.44542785,0.7537366133218038
2017-11-08,2017.MMP01232,1,Drowning,Europe,,41.0393221,26.33093884,0.4989354237004875
2017-12-08,2017.MMP01233,1,Mixed or unknown,Northern Africa,,31.7975831,14.053676,0.17296245856777226
2017-12-08,2017.MMP01237,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,29.1274869,-103.2425379,0.7958897515398491
2017-12-08,2017.MMP01238,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,26.45825543,-98.22198455,0.09449789116690854
2017-12-09,2017.MMP01243,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Central America,,31.32982065,-110.92017697,0.6903500410146786
2017-12-09,2017.MMP01244,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,27.1093699,-98.2123346,0.03535470887879333
2017-12-10,2017.MMP01247,1,Vehicle accident / death linked to hazardous transport,Southern Asia,,30.3548893,56.002705,0.8206707478928685
2017-12-10,2017.MMP01248,1,Vehicle accident / death linked to hazardous transport,Southern Asia,,33.2771073,52.3613378,0.9120361210407855
2017-12-10,2017.MMP01249,1,Vehicle accident / death linked to hazardous transport,Southern Asia,,33.2771073,52.3613378,0.27104061751514097
2017-12-11,2017.MMP01250,1,Vehicle accident / death linked to hazardous transport,Southern Asia,,27.1832216,56.2666455,0.8430269340916756
2017-12-11,2017.MMP01251,1,Vehicle accident / death linked to hazardous transport,Southern Asia,,27.3526033,62.3447815,0.5102782324313981
2017-12-11,2017.MMP01252,1,Vehicle accident / death linked to hazardous transport,Southern Asia,1,27.3526033,62.3447815,0.16028946473958205
2017-12-11,2017.MMP01253,1,Vehicle accident / death linked to hazardous transport,Southern Asia,,27.3526033,62.3447815,0.7288295110882155
2017-12-11,2017.MMP01254,1,Vehicle accident / death linked to hazardous transport,Southern Asia,,30.3548893,56.002705,0.6505363234717643
2017-12-13,2017.MMP01258,1,Mixed or unknown,Northern Africa,,31.7975831,14.053676,0.37006036984239343
2017-12-12,2017.MMP01262,1,Vehicle accident / death linked to hazardous transport,Southern Asia,1,35.7248416,51.381653,0.14895042834631655
2017-12-13,2017.MMP01263,1,Vehicle accident / death linked to hazardous transport,Southern Asia,,28.6751124,57.7371569,0.014023552186426258
2017-12-14,2017.MMP01264,1,Vehicle accident / death linked to hazardous transport,Southern Asia,,33.2771073,52.3613378,0.5455947733036777
2017-12-14,2017.MMP01265,1,Drowning,Mediterranean,,35.9389086,-3.1805963,0.25380728056702284
2017-12-14,2017.MMP01266,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,27.07179562,-98.26502101,0.8606125223539418
2017-12-15,2017.MMP01267,1,Violence,Northern Africa,,27.017231,14.455049,0.5568459118469773
2017-12-15,2017.MMP01268,1,Mixed or unknown,Mediterranean,,36.12509567,-5.16951166,0.1087607485460027
2017-12-15,2017.MMP01270,1,Mixed or unknown,Northern Africa,,32.7473047,12.5642261,0.7465417971141735
2017-12-15,2017.MMP01271,1,Mixed or unknown,Southern Asia,,28.720014,61.538556,0.8781890305089792
2017-12-15,2017.MMP01272,1,Mixed or unknown,Southern Asia,,28.720014,61.538556,0.33326781290183916
2017-12-18,2017.MMP01281,1,Mixed or unknown,North America,,32.05535,-112.429783,0.2759334311872379
2017-12-18,2017.MMP01282,1,Vehicle accident / death linked to hazardous transport,Central America,,29.4898769,-110.7218061,0.5282091633655248
2017-12-19,2017.MMP01283,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Western Asia,,41.6771297,26.5557145,0.42538007232167474
2017-12-19,2017.MMP01285,1,Violence,Northern Africa,,30.214647,20.1402594,0.4632587918664779
2017-12-19,2017.MMP01286,1,Mixed or unknown,Northern Africa,,24.15236476,15.72192187,0.8523509346509861
2017-12-20,2017.MMP01287,1,Mixed or unknown,Northern Africa,,31.48020844,19.82910258,0.6479258581341945
2017-12-20,2017.MMP01288,1,Sickness / lack of access to adequate healthcare,Northern Africa,,14.11287365,33.22486895,0.28369298172394575
2017-12-20,2017.MMP01290,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Eastern Africa,,36.47476259,15.10415543,0.8967434341178702
2017-12-20,2017.MMP01293,1,Vehicle accident / death linked to hazardous transport,Southern Asia,,29.4850089,57.6439048,0.6092379041048992
2017-12-21,2017.MMP01294,1,Vehicle accident / death linked to hazardous transport,Europe,1,50.95302026,1.9191108,0.14726386762717691
2017-12-21,2017.MMP01297,1,Sickness / lack of access to adequate healthcare,Western Africa,,14.05685611,-0.02307795,0.7388047069380077
2017-12-21,2017.MMP01301,1,Mixed or unknown,Northern Africa,,23.920992,14.105276,0.09911354562744124
2017-12-22,2017.MMP01304,1,Drowning,Mediterranean,,35.87804972,-5.32797217,0.39951827718672406
2017-12-22,2017.MMP01305,1,Drowning,Mediterranean,,32.92640983,13.11306071,0.15455162405664336
2017-12-22,2017.MMP01306,1,Mixed or unknown,Middle Africa,,9.7678687,4.0510564,0.8927133853405296
2017-12-23,2017.MMP01308,1,Violence,Western Africa,1,13.38480973,12.622421,0.1990738546759434
2017-12-23,2017.MMP01309,1,Mixed or unknown,Northern Africa,,32.87652589,12.43523279,0.5127478690755427
2017-12-23,2017.MMP01311,1,Mixed or unknown,North America,,28.9480229,-100.6239711,0.5199167530933468
2017-12-23,2017.MMP01312,1,Drowning,Central America,,27.48067749,-99.4793635,0.880973305238195
2017-12-24,2017.MMP01316,1,Sickness / lack of access to adequate healthcare,Northern Africa,,14.59756841,24.62925533,0.7950985503992618
2017-12-25,2017.MMP01317,1,Drowning,Mediterranean,1,38.43018903,27.10231392,0.4830421668107354
2017-12-25,2017.MMP01318,1,Violence,Central America,,14.9055599,-92.2634206,0.11819287314308391
2017-12-25,2017.MMP01319,1,Vehicle accident / death linked to hazardous transport,Southern Asia,,28.7620739,51.5150077,0.35600820127397315
2017-12-25,2017.MMP01320,1,Sickness / lack of access to adequate healthcare,Southern Asia,,28.58381,77.247466,0.7038263014099924
2017-12-26,2017.MMP01322,1,Mixed or unknown,Southern Asia,,28.58381,77.247466,0.9872853714694207
2017-12-26,2017.MMP01323,1,Sickness / lack of access to adequate healthcare,Western Africa,,17.02937082,7.99783984,0.5455405454390059
2017-12-27,2017.MMP01325,1,Sickness / lack of access to adequate healthcare,Western Africa,,17.02937082,7.99783984,0.5294594618888679
2017-12-27,2017.MMP01327,1,Accidental death,Europe,,43.76723018,7.44834812,0.057909211514292736
2017-12-28,2017.MMP01328,1,Drowning,Europe,,40.97682014,26.30950928,0.7366568557132445
2017-12-28,2017.MMP01329,1,Vehicle accident / death linked to hazardous transport,Central America,,16.5611537,-94.6138639,0.8342241532105255
2017-12-29,2017.MMP01330,1,Vehicle accident / death linked to hazardous transport,Europe,,50.9340765,1.9102149,0.862279976551521
2017-12-30,2017.MMP01331,1,Mixed or unknown,North America,,32.09966,-112.70402,0.23025050188949625
2017-12-31,2017.MMP01332,1,Vehicle accident / death linked to hazardous transport,Central America,,21.94616851,-102.28332094,0.7877820953212227
2017-12-31,2017.MMP01336,1,Vehicle accident / death linked to hazardous transport,North America,,31.8039824,-106.2051484,0.29209513317519264
2017-12-31,2017.MMP01341,1,Mixed or unknown,North America,,29.8687682,-101.1617356,0.581988524608618
2017-11-04,2017.MMP01345,1,Vehicle accident / death linked to hazardous transport,Europe,1,51.07807,3.440429,0.738449763050061
2017-04-10,2017.MMP02293,1,Mixed or unknown,North America,,32.763517,-112.2896,0.16703120848151864
2017-05-29,2017.MMP02431,1,Mixed or unknown,North America,,31.88556,-110.54183,0.17445072316515886
2017-07-19,2017.MMP02645,1,Mixed or unknown,North America,,32.76645,-112.817267,0.01006448500600432
2017-09-21,2017.MMP02930,1,Mixed or unknown,North America,,32.734083,-112.355117,0.7578422931160256
2017-11-14,2017.MMP21145,1,Mixed or unknown,North America,,32.7873,-113.2526,0.5031390489889216
2018-01-02,2018.MMP00002,1,Mixed or unknown,North America,,32.264014,-111.661872,0.3714777876291562
2018-01-02,2018.MMP00003,1,Mixed or unknown,North America,,27.2474839,-98.3788079,0.008899811680664227
2018-01-02,2018.MMP00004,1,Mixed or unknown,North America,,27.1058052,-98.146774,0.2570428981340993
2018-01-02,2018.MMP00005,1,Drowning,Europe,,45.5597062,15.2988207,0.98931679073063
2018-01-03,2018.MMP00007,1,Drowning,Central America,,26.0635489,-98.0760348,0.4843224767232872
2018-01-04,2018.MMP00009,1,Mixed or unknown,North America,,26.8077686,-98.118294,0.04192523310013052
2018-01-04,2018.MMP00010,1,Drowning,Mediterranean,,36.7846768,-6.5809352,0.7733050466314326
2018-01-05,2018.MMP00012,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,20.339476,26.619864,0.1786221254556719
2018-01-08,2018.MMP00016,1,Violence,Northern Africa,,31.876975,13.853232,0.883668129079382
2018-01-09,2018.MMP00017,1,Vehicle accident / death linked to hazardous transport,Europe,,50.9377278,1.9495066,0.4176849053843572
2018-01-11,2018.MMP00022,1,Vehicle accident / death linked to hazardous transport,Europe,,44.4382465,11.5695136,0.07754421209593443
2018-01-11,2018.MMP00025,1,Mixed or unknown,Western Africa,,12.486464,1.513367,0.5123620626550942
2018-01-12,2018.MMP00026,1,Drowning,Mediterranean,,36.8012722,3.5686162,0.5249969159120449
2018-01-13,2018.MMP00028,1,Drowning,Mediterranean,,36.0586544,0.0618605,0.39051560491037174
2018-01-13,2018.MMP00030,1,Vehicle accident / death linked to hazardous transport,Europe,,46.4982953,11.3547582,0.6083055200033245
2018-01-14,2018.MMP00032,1,Vehicle accident / death linked to hazardous transport,Europe,,43.7743355,7.4931567,0.2721594477110074
2018-01-14,2018.MMP00033,1,Mixed or unknown,North America,,32.39765,-113.1346,0.7673246508007383
2018-01-14,2018.MMP00034,1,Sickness / lack of access to adequate healthcare,Western Africa,,13.567446,2.108762,0.83551863774405
2018-01-15,2018.MMP00036,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Central America,1,31.2999031,-110.9380298,0.7271753251993216
2018-01-15,2018.MMP00037,1,Sickness / lack of access to adequate healthcare,Northern Africa,1,22.100909,23.194329,0.5256301851244489
2018-01-15,2018.MMP00039,1,Mixed or unknown,Northern Africa,,22.100909,23.194329,0.654814946234511
2018-01-17,2018.MMP00044,1,Mixed or unknown,North America,,31.994183,-112.816067,0.42459537934243996
2018-01-17,2018.MMP00047,1,Vehicle accident / death linked to hazardous transport,Western Africa,1,13.101281,-1.066468,0.9950251645935155
2018-01-18,2018.MMP00049,1,Sickness / lack of access to adequate healthcare,Northern Africa,1,19.637414,26.623192,0.9940385742541313
2018-01-18,2018.MMP00051,1,Mixed or unknown,Eastern Africa,,-9.313345,32.770401,0.8970826046168634
2018-01-18,2018.MMP00052,1,Sickness / lack of access to adequate healthcare,Western Africa,1,14.529806,-4.196529,0.29678343507354255
2018-01-19,2018.MMP00053,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,31.4434619,-105.9942578,0.27980112004950897
2018-01-19,2018.MMP00054,1,Mixed or unknown,North America,,31.9843,-112.134917,0.6294723364952366
2018-01-19,2018.MMP00055,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,20.668766,25.704798,0.5625004128167392
2018-01-20,2018.MMP00059,1,Vehicle accident / death linked to hazardous transport,Europe,,45.8484251,9.0077495,0.5256493655666101
2018-01-20,2018.MMP00060,1,Mixed or unknown,North America,,27.1144162,-98.4270255,0.8693976946455382
2018-01-21,2018.MMP00062,1,Mixed or unknown,North America,,26.8697147,-97.6982272,0.6935788021125147
2018-01-21,2018.MMP00064,1,Drowning,Mediterranean,,32.7912611,13.7360765,0.937364504255928
2018-01-21,2018.MMP00066,1,Sickness / lack of access to adequate healthcare,Northern Africa,,20.342052,27.022494,0.002041845247805485
2018-01-21,2018.MMP00068,1,Sickness / lack of access to adequate healthcare,Western Africa,,18.9951,12.892,0.42295683874761436
2018-01-22,2018.MMP00069,1,Vehicle accident / death linked to hazardous transport,Central America,,18.83001,-97.1660589,0.699360808607892
2018-01-22,2018.MMP00071,1,Violence,Northern Africa,,27.036422,14.417426,0.5283474090780482
2018-01-22,2018.MMP00072,1,Mixed or unknown,Western Africa,,13.436756,-6.242715,0.8645956680013607
2018-01-23,2018.MMP00073,1,Mixed or unknown,Western Asia,,33.7055169,35.9658924,0.42845549793956317
2018-01-23,2018.MMP00074,1,Drowning,Central America,,27.4964873,-99.525607,0.9186044166864844
2018-01-23,2018.MMP00076,1,Drowning,Mediterranean,1,35.8057743,-0.8035854,0.06826790695609497
2018-01-23,2018.MMP00078,1,Mixed or unknown,Northern Africa,,18.07428,34.434548,0.4893496240176516
2018-01-23,2018.MMP00079,1,Mixed or unknown,Western Africa,,12.486464,1.513367,0.35248200641565464
2018-01-24,2018.MMP00080,1,Vehicle accident / death linked to hazardous transport,Central America,,19.7050171,-103.4685183,0.9284043064430041
2018-01-24,2018.MMP00081,1,Mixed or unknown,North America,,32.34065,-111.49673,0.7371969275101171
2018-01-24,2018.MMP00083,1,Mixed or unknown,Northern Africa,1,20.610678,27.916851,0.09500414092515852
2018-01-24,2018.MMP00084,1,Sickness / lack of access to adequate healthcare,Western Africa,,16.305456,-0.08823,0.022378549516398394
2018-01-25,2018.MMP00085,1,Vehicle accident / death linked to hazardous transport,Central America,,15.0402986,-89.5886135,0.8560605974897602
2018-01-25,2018.MMP00086,1,Sickness / lack of access to adequate healthcare,Eastern Africa,,2.5,42.329444,0.7411995395732442
2018-01-26,2018.MMP00089,1,Mixed or unknown,North America,1,30.2252871,-104.129113,0.8704725449374862
2018-01-26,2018.MMP00090,1,Drowning,Central America,,32.5334735,-117.1246786,0.3778739263501494
2018-01-26,2018.MMP00091,1,Violence,South-eastern Asia,,20.8202964,92.3521996,0.7051963857021424
2018-01-26,2018.MMP00093,1,Mixed or unknown,Northern Africa,1,20.610678,27.916851,0.4874788138563173
2018-01-27,2018.MMP00094,1,Violence,Central America,,18.7158189,-97.3230438,0.5115537177520619
2018-01-28,2018.MMP00097,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Europe,,41.6588264,26.4861839,0.06368336061279622
2018-01-28,2018.MMP00100,1,Sickness / lack of access to adequate healthcare,Eastern Africa,,-1.405445,36.862977,0.7132463981100692
2018-01-28,2018.MMP00101,1,Sickness / lack of access to adequate healthcare,Western Africa,,12.669425,-7.909603,0.5117601023546063
2018-01-28,2018.MMP00102,1,Sickness / lack of access to adequate healthcare,Western Africa,,12.669425,-7.909603,0.6253801088552597
2018-01-29,2018.MMP00103,1,Vehicle accident / death linked to hazardous transport,Europe,,51.1932079,3.0811773,0.19814349042239177
2018-01-29,2018.MMP00104,1,Mixed or unknown,Eastern Africa,,-4.883087,39.513936,0.4398326735135325
2018-01-30,2018.MMP00106,1,Violence,Eastern Africa,,5.321172,39.569408,0.18628509181691522
2018-01-30,2018.MMP00107,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Europe,,45.7503224,18.7472778,0.2443791416523282
2018-01-31,2018.MMP00108,1,Mixed or unknown,North America,,31.4971335,-111.413387,0.40409749294695185
2018-01-31,2018.MMP00109,1,Drowning,Central America,,26.2238448,-98.5968293,0.028398557901276877
2018-01-31,2018.MMP00110,1,Drowning,Central America,,27.4999216,-99.5030964,0.8093326906811389
2018-01-31,2018.MMP00111,1,Drowning,Central America,,25.8375141,-97.4054168,0.6849030736500987
2018-01-31,2018.MMP00112,1,Drowning,Europe,,45.4880926,15.3863777,0.479339373677133
2018-01-31,2018.MMP00113,1,Mixed or unknown,Northern Africa,,31.723048,14.025968,0.9855486348618729
2018-01-31,2018.MMP00115,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,1,13.966799,35.440559,0.801678280108626
2018-01-31,2018.MMP00116,1,Sickness / lack of access to adequate healthcare,Western Africa,,13.794627,8.989361,0.6283695147964381
2018-02-01,2018.MMP00117,1,Mixed or unknown,North America,,26.8448584,-97.6965488,0.8324403432141243
2018-02-01,2018.MMP00118,1,Drowning,Mediterranean,,39.103075,26.5656861,0.70475599247724
2018-02-01,2018.MMP00120,1,Sickness / lack of access to adequate healthcare,Northern Africa,,27.2813559,19.4608554,0.504652468121819
2018-02-01,2018.MMP00121,1,Sickness / lack of access to adequate healthcare,Northern Africa,,27.2813559,19.4608554,0.940560340685926
2018-02-01,2018.MMP00123,1,Violence,Western Asia,1,36.0106087,36.2955992,0.2944673688726889
2018-02-01,2018.MMP00124,1,Sickness / lack of access to adequate healthcare,Northern Africa,,27.2813559,19.4608554,0.33806097031251015
2018-02-02,2018.MMP00125,1,Vehicle accident / death linked to hazardous transport,Northern Africa,,35.8680518,-5.376091,0.08098817305783057
2018-02-03,2018.MMP00128,1,Violence,North America,,26.07197,-98.24819,0.17042310308675623
2018-02-03,2018.MMP00129,1,Sickness / lack of access to adequate healthcare,Northern Africa,,22.14162,23.988811,0.4166374432621538
2018-02-03,2018.MMP00131,1,Mixed or unknown,Western Africa,,21.18994305,1.042866997,0.8797467967124062
2018-02-04,2018.MMP00132,1,Mixed or unknown,Northern Africa,,24.001308,14.193425,0.7699234093903122
2018-02-04,2018.MMP00133,1,Mixed or unknown,Northern Africa,,32.783161,12.47628,0.9503961612419887
2018-02-05,2018.MMP00134,1,Mixed or unknown,North America,,27.2636237,-98.3722684,0.003956462881969713
2018-02-05,2018.MMP00135,1,Mixed or unknown,North America,,32.428333,-112.635583,0.4095172409870842
2018-02-05,2018.MMP00136,1,Drowning,Central America,,26.09427066,-98.27060223,0.02253763939443898
2018-02-07,2018.MMP00141,1,Violence,Southern Asia,,38.44087,44.667972,0.13722064454679161
2018-02-07,2018.MMP00143,1,Drowning,North America,,32.67175874,-115.5132042,0.9725224553044582
2018-02-08,2018.MMP00146,1,Drowning,Mediterranean,,36.18577519,0.259513731,0.8108687921592153
2018-02-08,2018.MMP00147,1,Mixed or unknown,Eastern Africa,,-13.009242,40.527028,0.39154061465043277
2018-02-10,2018.MMP00151,1,Drowning,Mediterranean,,36.72984347,2.792090734,0.8169815926832937
2018-02-10,2018.MMP00152,1,Drowning,Central America,,26.19965636,-98.4797287,0.4766391763557709
2018-02-11,2018.MMP00154,1,Drowning,Mediterranean,,36.42429169,0.620750723,0.5445986115399233
2018-02-11,2018.MMP00156,1,Vehicle accident / death linked to hazardous transport,Eastern Africa,,-1.3227102,36.9260693,0.7716168348726953
2018-02-11,2018.MMP00157,1,Sickness / lack of access to adequate healthcare,Northern Africa,,20.380676,25.698062,0.09031864773163267
2018-02-12,2018.MMP00158,1,Drowning,Mediterranean,1,35.9497662,-5.309639688,0.5843857857645884
2018-02-12,2018.MMP00159,1,Drowning,Mediterranean,,36.48042097,-4.740933307,0.4486865924410457
2018-02-12,2018.MMP00160,1,Drowning,Central America,,26.25652523,-98.60064877,0.5155437461754537
2018-02-12,2018.MMP00161,1,Vehicle accident / death linked to hazardous transport,Northern Africa,,23.880815,13.038345,0.09793053949796815
2018-02-12,2018.MMP00163,1,Vehicle accident / death linked to hazardous transport,Western Africa,1,12.669425,-7.909603,0.3063988793310055
2018-02-13,2018.MMP00165,1,Drowning,Mediterranean,,35.97121609,0.070161184,0.22855891554692187
2018-02-13,2018.MMP00166,1,Mixed or unknown,Northern Africa,1,23.719983,16.166288,0.5256926926631618
2018-02-13,2018.MMP00170,1,Mixed or unknown,Western Africa,,16.305456,-0.08823,0.7828067907636251
2018-02-13,2018.MMP00171,1,Sickness / lack of access to adequate healthcare,Western Africa,,13.436756,-6.242715,0.4509697475108936
2018-02-14,2018.MMP00173,1,Accidental death,North America,,29.80260006,-101.5763329,0.38463317484974047
2018-02-14,2018.MMP00175,1,Mixed or unknown,North America,,27.0730842,-97.9760844,0.10101421867238702
2018-02-14,2018.MMP00176,1,Mixed or unknown,North America,,31.84918,-112.14395,0.4980352762362299
2018-02-15,2018.MMP00179,1,Drowning,Mediterranean,,35.57982925,-1.163521321,0.6233536891758551
2018-02-15,2018.MMP00180,1,Mixed or unknown,North America,,27.1266376,-98.1861111,0.5198106861062788
2018-02-15,2018.MMP00181,1,Mixed or unknown,North America,,26.9238966,-98.0192018,0.6318052686906075
2018-02-16,2018.MMP00184,1,Mixed or unknown,North America,,27.22376084,-97.80449793,0.2968388530278474
2018-02-16,2018.MMP00185,1,Drowning,Mediterranean,,32.79651175,12.73374962,0.7325077230260946
2018-02-16,2018.MMP00186,1,Drowning,Mediterranean,,32.90681178,13.18447184,0.06944917223712865
2018-02-16,2018.MMP00187,1,Drowning,Mediterranean,,35.64607412,-1.075810897,0.6407889194235898
2018-02-16,2018.MMP00188,1,Vehicle accident / death linked to hazardous transport,Western Africa,,13.30658,-4.89249,0.5399045050046525
2018-02-17,2018.MMP00189,1,Drowning,Mediterranean,,36.6544039,0.924694723,0.42394569643184243
2018-02-17,2018.MMP00190,1,Mixed or unknown,North America,,32.08516,-112.74555,0.07152771437411554
2018-02-17,2018.MMP00191,1,Mixed or unknown,North America,,32.09678,-111.3952,0.010866580531107228
2018-02-17,2018.MMP00192,1,Violence,Northern Africa,,25.477992,13.882974,0.8323417629941676
2018-02-18,2018.MMP00193,1,Drowning,Central America,,28.33377153,-100.3059382,0.002268772238913641
2018-02-18,2018.MMP00194,1,Vehicle accident / death linked to hazardous transport,Central America,,20.04356865,-99.23910959,0.03756139991494467
2018-02-18,2018.MMP00196,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,14.14594387,24.92129154,0.28965257032204184
2018-02-19,2018.MMP00198,1,Mixed or unknown,Mediterranean,,32.71914463,14.17176853,0.6901889622240887
2018-02-19,2018.MMP00199,1,Vehicle accident / death linked to hazardous transport,Central America,,25.79786639,-100.3297607,0.10606026249310019
2018-02-20,2018.MMP00202,1,Mixed or unknown,North America,,33.4445,-113.184364,0.6677431405263707
2018-02-21,2018.MMP00206,1,Drowning,Western Asia,,12.58344708,44.17036343,0.9033334334182126
2018-02-21,2018.MMP00208,1,Sickness / lack of access to adequate healthcare,Northern Africa,,26.30343711,25.28189902,0.4986851079029069
2018-02-21,2018.MMP00209,1,Mixed or unknown,Northern Africa,,26.93615,14.34758,0.6083502314372402
2018-02-21,2018.MMP00210,1,Sickness / lack of access to adequate healthcare,Northern Africa,,13.966799,35.440559,0.6801462578081472
2018-02-21,2018.MMP00212,1,Sickness / lack of access to adequate healthcare,Western Africa,,14.20784,1.45275,0.7114064868534187
2018-02-22,2018.MMP00213,1,Sickness / lack of access to adequate healthcare,Eastern Africa,,2.5,42.329444,0.8893309124621391
2018-02-23,2018.MMP00215,1,Violence,Central America,,17.96424555,-94.74862591,0.7961708649651846
2018-02-23,2018.MMP00216,1,Violence,Central America,,17.45866461,-91.44444874,0.6044194924593407
2018-02-23,2018.MMP00217,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Central America,,32.59338373,-116.0889803,0.7889047379711038
2018-02-23,2018.MMP00219,1,Vehicle accident / death linked to hazardous transport,Eastern Africa,,-3.445196,36.633972,0.9001721574432282
2018-02-24,2018.MMP00220,1,Sickness / lack of access to adequate healthcare,Northern Africa,1,21.366129,23.633623,0.896822504752115
2018-02-24,2018.MMP00221,1,Violence,Northern Africa,,26.950841,14.457394,0.07736874379400893
2018-02-25,2018.MMP00223,1,Drowning,Mediterranean,,36.1509958,-5.3378834,0.8490208909897259
2018-02-26,2018.MMP00224,1,Sickness / lack of access to adequate healthcare,Mediterranean,,36.0082459,-5.603763054,0.7929728818047073
2018-02-27,2018.MMP00229,1,Mixed or unknown,North America,,32.31491,-113.25851,0.45166875661046246
2018-02-27,2018.MMP00230,1,Mixed or unknown,North America,,32.31471,-113.25778,0.22169983692347728
2018-02-27,2018.MMP00231,1,Drowning,North America,,26.22438132,-98.44773956,0.617083411010372
2018-02-28,2018.MMP00232,1,Drowning,North America,,32.70841027,-115.4652329,0.6913595300954767
2018-02-28,2018.MMP00233,1,Drowning,Mediterranean,,35.6120715,-1.170012647,0.02318622587020136
2018-02-28,2018.MMP00234,1,Mixed or unknown,North America,,26.8291611,-98.365447,0.23090655266346904
2018-02-28,2018.MMP00235,1,Sickness / lack of access to adequate healthcare,Northern Africa,,22.669779,22.627121,0.1640690662666775
2018-02-28,2018.MMP00236,1,Vehicle accident / death linked to hazardous transport,Northern Africa,,21.14317,23.823002,0.9674976946284521
2018-03-01,2018.MMP00238,1,Mixed or unknown,Central America,,26.06780372,-98.29909673,0.09743805849010823
2018-03-01,2018.MMP00239,1,Sickness / lack of access to adequate healthcare,Northern Africa,,23.800424,21.60152,0.13221579567763708
2018-03-01,2018.MMP00240,1,Vehicle accident / death linked to hazardous transport,Northern Africa,,23.800424,21.60152,0.6588080607160554
2018-03-02,2018.MMP00244,1,Violence,Eastern Africa,,-0.310591,42.39613,0.5760828810760885
2018-03-03,2018.MMP00245,1,Drowning,Europe,,40.73037078,26.0403877,0.098208027096929
2018-03-05,2018.MMP00250,1,Vehicle accident / death linked to hazardous transport,Central America,,17.80650758,-93.40440007,0.07369686785511065
2018-03-06,2018.MMP00252,1,Drowning,Western Asia,,41.66122914,26.49425973,0.6534237701965657
2018-03-06,2018.MMP00254,1,Mixed or unknown,North America,,26.83995716,-97.85859711,0.7922469987793062
2018-03-07,2018.MMP00255,1,Drowning,North America,,26.06827888,-98.20875839,0.41293565090548
2018-03-07,2018.MMP00257,1,Sickness / lack of access to adequate healthcare,Western Africa,,14.529806,-4.196529,0.06730899434069038
2018-03-08,2018.MMP00258,1,Mixed or unknown,North America,,32.01236,-112.73953,0.0109318121390658
2018-03-08,2018.MMP00259,1,Drowning,Mediterranean,,36.62658052,-6.383661709,0.21899392268222662
